公司,年月,TCRI,總分,規模,獲利,安全,效率,CFO,CFO不一致,利息支出率,資產報酬%,營業利益%,借款息%,平均收款天增減,平均售貨天增減,借款依存度%,營收,TSE產業別
4746 台耀,2016/12/30,6,498.0,38.0,80.0,75.0,-40.0,11.1,,1.21,7.69,22.03,1.72,-10.0,-18.0,45.0,32.0,22
4906 正文,2016/12/30,5,568.0,89.0,11.0,100.0,57.0,14.36,,0.29,2.44,2.34,1.65,4.0,-1.0,17.0,145.0,27
4919 新唐,2016/12/30,5,679.0,54.0,70.0,100.0,61.0,7.33,,0.0,10.71,7.64,0.0,-2.0,4.0,0.0,83.0,24
4934 太極,2016/12/30,6,462.0,58.0,-8.0,98.0,83.0,2.22,,0.54,-3.37,-3.75,4.33,13.0,-7.0,19.0,73.0,26
4938 和碩,2016/12/30,3,768.0,140.0,43.0,92.0,83.0,714.06,,0.08,5.13,5.13,1.65,-4.0,3.0,20.0,11577.0,25
4956 光鋐,2016/12/30,7,337.0,13.0,17.0,98.0,-40.0,2.18,,1.25,0.74,7.69,2.01,30.0,-8.0,33.0,13.0,26
5305 敦南,2016/12/30,5,644.0,88.0,51.0,91.0,42.0,9.84,,0.77,5.2,10.44,1.56,-6.0,0.0,54.0,105.0,24
5388 中磊,2016/12/30,4,764.0,140.0,57.0,86.0,54.0,24.71,,0.2,6.53,5.03,3.18,15.0,9.0,31.0,367.0,27
5469 瀚宇博,2016/12/30,4,583.0,140.0,20.0,68.0,37.0,36.15,,1.0,2.72,3.4,1.8,-7.0,5.0,106.0,394.0,28
5521 工信,2016/12/30,7,297.0,48.0,6.0,74.0,-40.0,4.76,,1.19,1.51,2.95,2.28,40.0,53.0,52.0,43.0,14
5608 四維航,2016/12/30,8,-420.0,50.0,-16.0,-108.0,50.0,6.73,,11.88,-2.33,-24.4,1.82,2.0,0.0,277.0,35.0,15
6128 上福,2016/12/30,5,578.0,19.0,97.0,69.0,43.0,4.78,,0.84,10.83,25.53,1.2,-3.0,-3.0,81.0,19.0,25
6142 友勁,2016/12/30,7,402.0,32.0,-7.0,100.0,44.0,1.28,,0.39,-3.5,-0.28,2.49,8.0,0.0,5.0,36.0,27
6152 百一,2016/12/30,6,374.0,59.0,-2.0,76.0,45.0,3.54,,0.34,-0.38,-0.86,1.73,-6.0,-1.0,79.0,89.0,27
6165 捷泰,2016/12/30,8,384.0,1.0,-14.0,100.0,84.0,0.01,,0.0,-5.76,-26.72,0.0,-70.0,-55.0,0.0,1.0,28
6168 宏齊,2016/12/30,6,367.0,25.0,-10.0,100.0,28.0,2.64,,0.34,-3.89,-5.29,1.59,31.0,22.0,25.0,28.0,26
6176 瑞儀,2016/12/30,3,796.0,140.0,54.0,97.0,64.0,83.77,,0.34,6.47,7.19,1.97,7.0,2.0,27.0,462.0,26
6184 大豐電,2016/12/30,6,373.0,24.0,-10.0,85.0,94.0,4.63,,4.02,-1.75,-10.74,1.87,3.0,-9.0,77.0,16.0,20
6192 巨路,2016/12/30,4,576.0,44.0,68.0,100.0,-18.0,5.32,,0.06,7.92,13.7,1.78,11.0,9.0,4.0,48.0,31
6196 帆宣,2016/12/30,5,561.0,99.0,36.0,83.0,8.0,-2.4,+,0.3,4.22,3.81,2.46,9.0,7.0,52.0,187.0,31
6209 今國光,2016/12/30,5,410.0,38.0,-3.0,97.0,52.0,3.34,,0.55,-0.39,-3.23,2.09,6.0,3.0,28.0,40.0,26
6225 天瀚,2016/12/30,D,16.0,0.0,-60.0,72.0,-31.0,-0.14,,0.43,-56.72,-111.35,2.07,-14.0,-6.0,39.0,0.0,26
6239 力成,2016/12/30,3,889.0,140.0,84.0,97.0,64.0,129.59,,0.47,8.55,20.87,1.21,5.0,1.0,46.0,483.0,24
6269 台郡,2016/12/30,4,827.0,115.0,80.0,100.0,59.0,11.78,+,0.17,10.11,15.41,1.65,-4.0,-1.0,12.0,191.0,28
6271 同欣電,2016/12/30,3,717.0,76.0,67.0,100.0,65.0,20.1,,0.6,6.89,15.75,1.37,5.0,-1.0,34.0,81.0,24
6277 宏正,2016/12/30,4,706.0,42.0,103.0,99.0,16.0,8.88,,0.25,14.1,19.25,1.95,-1.0,10.0,19.0,49.0,25
6281 全國電,2016/12/30,4,660.0,72.0,60.0,85.0,83.0,3.24,,0.0,9.39,3.43,0.0,0.0,-8.0,0.0,168.0,29
6285 啟碁,2016/12/30,3,785.0,140.0,54.0,92.0,67.0,34.4,,0.09,7.19,5.27,1.32,7.0,7.0,28.0,528.0,27
6443 元晶,2016/12/30,7,411.0,64.0,3.0,64.0,88.0,4.54,,1.18,1.27,2.38,2.87,-3.0,-3.0,77.0,78.0,26
6464 台數科,2016/12/30,5,700.0,44.0,77.0,95.0,98.0,12.04,,1.22,7.64,30.62,2.36,0.0,-2.0,26.0,30.0,20
6505 台塑化,2016/12/30,3,984.0,140.0,108.0,100.0,81.0,1038.14,,0.32,17.68,15.76,1.66,7.0,0.0,31.0,5462.0,23
8011 台通,2016/12/30,6,333.0,27.0,2.0,86.0,13.0,-5.01,+,2.22,0.71,2.21,2.29,-17.0,19.0,57.0,18.0,27
8021 尖點,2016/12/30,5,496.0,37.0,42.0,100.0,-3.0,11.51,,0.77,4.25,10.68,3.4,9.0,2.0,15.0,33.0,31
8039 台虹,2016/12/30,4,594.0,75.0,46.0,100.0,5.0,14.87,,0.9,5.12,9.24,4.35,-20.0,3.0,25.0,103.0,28
8150 南茂,2016/12/30,4,739.0,121.0,48.0,98.0,60.0,36.88,,0.86,4.6,11.28,1.62,-5.0,2.0,66.0,184.0,24
8271 宇瞻,2016/12/30,5,599.0,41.0,57.0,97.0,57.0,-1.03,+,0.01,9.15,6.22,0.8,4.0,7.0,5.0,68.0,24
8464 億豐,2016/12/30,4,900.0,103.0,120.0,100.0,35.0,41.78,,0.03,22.07,25.75,0.0,3.0,0.0,0.0,189.0,20
8473 山林水,2016/12/30,5,526.0,34.0,75.0,91.0,-40.0,3.15,,4.33,7.0,33.32,3.3,-443.0,0.0,46.0,23.0,20
9906 欣巴巴,2016/12/30,8,14.0,10.0,44.0,-55.0,25.0,2.5,,9.37,4.19,9.53,3.92,-1.0,-105.0,209.0,9.0,14
9911 櫻花,2016/12/30,4,693.0,45.0,79.0,100.0,67.0,8.63,,0.01,11.44,12.64,2.38,-5.0,1.0,0.0,56.0,20
9917 中保,2016/12/30,3,783.0,97.0,77.0,89.0,91.0,35.87,,0.27,6.77,19.8,0.85,0.0,-9.0,41.0,135.0,20
9919 康那香,2016/12/30,6,351.0,38.0,-3.0,83.0,35.0,4.45,,0.94,-1.75,1.7,1.77,15.0,-3.0,81.0,41.0,20
9921 巨大,2016/12/30,3,714.0,140.0,56.0,81.0,23.0,24.47,+,0.23,7.1,6.75,1.2,5.0,12.0,55.0,572.0,20
9933 中鼎,2016/12/30,2,716.0,140.0,51.0,90.0,12.0,156.57,,0.11,5.3,5.9,1.81,-8.0,0.0,21.0,705.0,20
9934 成霖,2016/12/30,5,587.0,99.0,25.0,86.0,55.0,17.77,,0.33,3.41,3.37,1.92,-4.0,-10.0,55.0,193.0,20
9943 好樂迪,2016/12/30,5,708.0,28.0,99.0,100.0,48.0,5.9,,0.04,15.42,17.79,1.9,0.0,1.0,1.0,29.0,16
9946 三發地產,2016/12/30,7,395.0,40.0,64.0,36.0,14.0,10.3,,5.01,4.8,18.42,2.81,6.0,615.0,101.0,27.0,14
1101 台泥,2017/12/29,3,658.0,140.0,54.0,86.0,-40.0,124.16,+,1.79,4.61,14.09,2.11,-10.0,-6.0,56.0,983.0,1
1201 味全,2017/12/29,9,126.0,120.0,16.0,-41.0,-40.0,9.85,,2.93,2.62,1.39,2.54,1.0,-2.0,241.0,177.0,2
1210 大成,2017/12/29,4,741.0,140.0,47.0,78.0,85.0,44.3,,0.36,7.53,4.02,3.01,1.0,1.0,43.0,759.0,2
1215 卜蜂,2017/12/29,4,721.0,100.0,79.0,69.0,78.0,17.17,,0.22,12.06,8.78,1.22,2.0,-4.0,65.0,199.0,2
1216 統一,2017/12/29,3,747.0,140.0,39.0,87.0,89.0,469.19,,0.43,4.09,6.7,1.81,0.0,0.0,44.0,3999.0,2
1218 泰山,2017/12/29,6,488.0,57.0,23.0,78.0,71.0,0.92,,0.7,4.03,-0.1,1.97,4.0,-3.0,65.0,77.0,2
1220 台榮,2017/12/29,6,407.0,18.0,14.0,100.0,29.0,0.98,,0.16,2.8,3.26,1.61,5.0,16.0,14.0,24.0,2
1227 佳格,2017/12/29,3,795.0,125.0,72.0,98.0,35.0,25.42,,0.29,10.52,10.88,3.7,6.0,9.0,16.0,265.0,2
1232 大統益,2017/12/29,4,776.0,73.0,82.0,100.0,84.0,12.09,,0.04,16.13,6.01,3.38,1.0,4.0,4.0,169.0,2
1233 天仁,2017/12/29,4,541.0,14.0,60.0,99.0,38.0,2.38,,0.04,8.66,9.13,1.12,1.0,2.0,7.0,21.0,2
1236 宏亞,2017/12/29,6,348.0,15.0,0.0,88.0,47.0,0.21,,0.34,0.35,0.01,1.06,10.0,9.0,36.0,19.0,2
1301 台塑,2017/12/29,3,886.0,140.0,73.0,100.0,88.0,460.7,,0.74,11.0,10.82,1.81,1.0,-3.0,23.0,2067.0,3
1307 三芳,2017/12/29,4,679.0,78.0,60.0,97.0,53.0,11.71,,0.36,6.34,12.28,1.19,3.0,13.0,35.0,99.0,3
1309 台達化,2017/12/29,6,664.0,90.0,45.0,89.0,83.0,3.53,,0.25,6.55,3.44,1.86,-6.0,-4.0,58.0,198.0,3
1310 台苯,2017/12/29,7,738.0,84.0,66.0,95.0,87.0,4.58,+,0.2,9.85,9.27,1.99,7.0,-3.0,18.0,148.0,3
1314 中石化,2017/12/29,5,819.0,140.0,51.0,100.0,87.0,35.03,,0.57,5.41,11.58,2.53,4.0,0.0,6.0,333.0,3
1316 上曜,2017/12/29,8,467.0,24.0,74.0,80.0,-40.0,4.29,,1.69,7.48,16.66,3.12,-98.0,-1127.0,29.0,22.0,21
1321 大洋,2017/12/29,6,400.0,55.0,1.0,74.0,75.0,0.34,,1.31,-0.29,2.38,1.46,9.0,-6.0,84.0,45.0,3
1323 永裕,2017/12/29,5,607.0,26.0,72.0,100.0,40.0,3.5,,0.37,8.38,12.68,1.32,10.0,3.0,43.0,32.0,3
1326 台化,2017/12/29,3,874.0,140.0,72.0,100.0,79.0,712.4,,0.67,10.57,11.27,2.13,3.0,-7.0,24.0,3584.0,3
1413 宏洲,2017/12/29,8,426.0,20.0,38.0,64.0,83.0,2.99,,0.5,5.61,2.09,1.84,-11.0,-27.0,87.0,31.0,4
1414 東和,2017/12/29,6,226.0,10.0,-3.0,80.0,-40.0,-1.38,,0.93,-0.61,-3.97,1.15,5.0,34.0,18.0,8.0,4
1432 大魯閣,2017/12/29,8,80.0,14.0,-19.0,50.0,-40.0,2.36,,10.59,-4.23,-15.28,3.46,-1.0,-342.0,39.0,12.0,18
1442 名軒,2017/12/29,7,449.0,43.0,68.0,49.0,13.0,16.76,,3.69,5.78,17.46,2.4,2.0,681.0,74.0,29.0,14
1447 力鵬,2017/12/29,5,464.0,104.0,0.0,79.0,58.0,25.8,,0.64,-0.21,1.29,1.13,2.0,-10.0,61.0,166.0,4
1449 佳和,2017/12/29,9,-427.0,30.0,-24.0,-82.0,-2.0,-2.33,,4.14,-2.44,-6.39,3.96,10.0,14.0,300.0,27.0,4
1451 年興,2017/12/29,4,520.0,70.0,10.0,100.0,51.0,5.35,,0.15,2.76,0.52,1.03,11.0,10.0,24.0,90.0,4
1452 宏益,2017/12/29,5,563.0,16.0,57.0,100.0,60.0,0.98,,0.0,7.6,11.02,0.0,5.0,-1.0,0.0,21.0,4
1453 大將,2017/12/29,7,256.0,1.0,-11.0,100.0,-40.0,-0.93,,2.86,-2.74,-72.31,1.89,-6.0,-396.0,2.0,1.0,4
1456 怡華,2017/12/29,9,-277.0,13.0,15.0,-102.0,-40.0,-1.1,,11.05,2.67,4.4,3.64,8.0,-56.0,272.0,10.0,4
1457 宜進,2017/12/29,7,405.0,62.0,6.0,64.0,72.0,4.48,,1.49,1.08,3.25,1.6,-13.0,-11.0,82.0,51.0,4
1472 三洋紡,2017/12/29,9,266.0,4.0,-8.0,62.0,64.0,-0.43,,1.07,-4.09,2.37,2.39,16.0,-1.0,88.0,8.0,4
1475 本盟,2017/12/29,9,142.0,0.0,-60.0,80.0,61.0,-0.26,,1.99,-26.66,-41.17,5.24,-8.0,7.0,44.0,1.0,4
1477 聚陽,2017/12/29,3,712.0,101.0,64.0,84.0,65.0,17.36,,0.15,10.14,7.84,6.29,10.0,-8.0,3.0,224.0,4
1503 士電,2017/12/29,4,620.0,131.0,33.0,87.0,-2.0,14.52,,0.21,3.77,6.6,1.04,1.0,1.0,18.0,222.0,5
1506 正道,2017/12/29,8,164.0,14.0,0.0,58.0,-40.0,0.38,,2.38,0.85,-1.08,3.06,16.0,19.0,86.0,14.0,5
1507 永大,2017/12/29,4,629.0,111.0,49.0,100.0,-40.0,6.46,+,0.0,4.7,9.37,0.0,-4.0,-11.0,0.0,168.0,5
1513 中興電,2017/12/29,5,423.0,85.0,21.0,76.0,-38.0,6.3,,0.39,2.84,3.72,1.01,6.0,22.0,63.0,114.0,5
1515 力山,2017/12/29,5,509.0,45.0,49.0,76.0,45.0,6.23,,0.82,5.07,8.19,2.38,-3.0,-27.0,74.0,53.0,5
1516 川飛,2017/12/29,8,412.0,3.0,17.0,100.0,56.0,-0.91,,0.01,3.82,1.18,0.0,18.0,-3.0,0.0,8.0,20
1521 大億,2017/12/29,4,678.0,39.0,85.0,93.0,65.0,5.81,,0.02,13.49,8.31,2.06,-5.0,2.0,0.0,62.0,5
1525 江申,2017/12/29,6,504.0,16.0,51.0,83.0,72.0,-0.63,,0.15,11.8,0.64,0.91,-4.0,6.0,6.0,12.0,5
1529 樂士,2017/12/29,7,448.0,4.0,49.0,100.0,-6.0,-1.2,,0.05,7.31,6.11,0.0,-243.0,-104.0,0.0,8.0,5
1532 勤美,2017/12/29,7,481.0,118.0,44.0,51.0,-40.0,-4.37,+,1.61,3.66,10.87,1.79,-8.0,16.0,113.0,145.0,5
1535 中宇,2017/12/29,4,508.0,64.0,13.0,92.0,66.0,3.75,,0.09,2.06,2.51,0.64,7.0,0.0,33.0,100.0,5
1538 正峰新,2017/12/29,9,75.0,6.0,-18.0,19.0,67.0,0.39,,2.93,-3.54,-10.23,2.72,3.0,12.0,154.0,6.0,5
1539 巨庭,2017/12/29,6,349.0,21.0,41.0,44.0,52.0,0.48,,1.09,3.5,8.96,2.25,-1.0,6.0,121.0,28.0,5
1558 伸興,2017/12/29,4,693.0,49.0,76.0,100.0,68.0,9.6,,0.13,9.59,14.76,1.13,2.0,-4.0,24.0,60.0,5
1560 中砂,2017/12/29,4,709.0,38.0,101.0,99.0,35.0,9.38,,0.04,14.2,20.41,2.05,,,1.0,45.0,5
1583 程泰,2017/12/29,5,430.0,73.0,47.0,62.0,-40.0,3.52,,0.83,3.79,10.79,1.17,-20.0,-41.0,106.0,76.0,5
1611 中電,2017/12/29,7,360.0,37.0,-10.0,100.0,7.0,-0.23,,0.65,-5.42,-1.57,1.6,10.0,-11.0,17.0,27.0,6
1612 宏泰,2017/12/29,4,409.0,34.0,3.0,100.0,34.0,-1.02,,0.01,1.36,1.56,2.92,-3.0,-2.0,1.0,36.0,6
1614 三洋電,2017/12/29,4,514.0,44.0,19.0,100.0,68.0,2.42,,0.13,3.32,3.96,2.94,0.0,9.0,4.0,49.0,6
1618 合機,2017/12/29,6,390.0,23.0,6.0,100.0,26.0,2.38,,0.0,1.66,3.01,0.0,-46.0,-10.0,0.0,21.0,6
1701 中化,2017/12/29,6,431.0,61.0,26.0,87.0,-29.0,4.62,,0.57,3.31,4.93,1.25,1.0,2.0,51.0,62.0,22
1707 葡萄王,2017/12/29,4,803.0,69.0,120.0,88.0,41.0,22.19,,0.19,20.12,24.23,1.51,1.0,-3.0,16.0,94.0,22
1718 中纖,2017/12/29,7,590.0,140.0,39.0,53.0,32.0,209.87,,0.81,0.56,11.8,0.82,21.0,2.0,73.0,358.0,21
1721 三晃,2017/12/29,7,430.0,28.0,13.0,96.0,46.0,1.84,,0.47,2.02,4.13,1.46,-2.0,-11.0,50.0,34.0,21
1723 中碳,2017/12/29,3,731.0,62.0,88.0,86.0,84.0,10.56,,0.22,10.82,18.5,0.64,-2.0,-4.0,42.0,61.0,21
1724 台硝,2017/12/29,6,431.0,17.0,28.0,86.0,57.0,2.9,,0.13,3.15,6.93,0.97,4.0,2.0,20.0,21.0,21
1726 永記,2017/12/29,3,624.0,64.0,65.0,100.0,0.0,5.95,,0.0,8.08,13.81,1.2,2.0,2.0,0.0,77.0,21
1732 毛寶,2017/12/29,6,344.0,3.0,3.0,100.0,31.0,-0.19,,0.0,1.26,1.65,0.0,-9.0,-3.0,0.0,6.0,21
1733 五鼎,2017/12/29,5,409.0,15.0,37.0,88.0,3.0,0.71,,0.51,3.64,9.87,1.73,-18.0,10.0,35.0,18.0,22
1762 中化生,2017/12/29,7,278.0,15.0,19.0,69.0,-15.0,1.59,,0.71,1.67,7.06,1.13,3.0,-17.0,65.0,12.0,22
1786 科妍,2017/12/29,6,397.0,3.0,28.0,94.0,27.0,0.16,,3.2,1.78,12.05,1.81,-21.0,-34.0,55.0,3.0,22
1805 寶徠,2017/12/29,8,116.0,3.0,-6.0,35.0,22.0,-3.04,,6.57,0.73,-26.63,2.86,-170.0,-2970.0,71.0,3.0,14
1902 台紙,2017/12/29,5,461.0,41.0,23.0,100.0,10.0,3.54,,0.37,2.48,7.34,2.13,10.0,28.0,8.0,30.0,9
1903 士紙,2017/12/29,7,-16.0,2.0,-12.0,18.0,-40.0,-1.06,,12.02,-2.3,-88.65,1.11,-4.0,-388.0,72.0,2.0,9
1904 正隆,2017/12/29,5,570.0,140.0,31.0,50.0,46.0,11.85,+,1.4,3.38,5.55,2.43,-9.0,3.0,119.0,427.0,9
1905 華紙,2017/12/29,5,578.0,127.0,16.0,81.0,35.0,18.94,,0.36,2.58,3.6,1.26,-1.0,-7.0,34.0,228.0,9
1907 永豐餘,2017/12/29,5,574.0,140.0,29.0,55.0,44.0,39.26,,1.46,3.43,4.45,1.85,-4.0,-4.0,118.0,668.0,9
2002 中鋼,2017/12/29,3,594.0,140.0,33.0,57.0,45.0,495.64,,1.13,3.45,6.93,1.45,0.0,-8.0,78.0,3470.0,10
2008 高興昌,2017/12/29,8,171.0,17.0,-8.0,48.0,18.0,-3.38,,3.28,-2.41,-5.08,1.82,-1.0,11.0,89.0,13.0,10
2013 中鋼構,2017/12/29,6,308.0,95.0,0.0,43.0,5.0,8.95,,0.36,0.3,0.02,0.99,2.0,0.0,131.0,165.0,10
2020 美亞,2017/12/29,7,490.0,42.0,55.0,72.0,26.0,1.81,,0.67,7.05,7.89,1.9,-2.0,1.0,49.0,49.0,10
2025 千興,2017/12/29,8,460.0,22.0,42.0,70.0,79.0,6.49,,0.42,6.8,4.04,2.24,-1.0,0.0,15.0,36.0,10
2027 大成鋼,2017/12/29,7,396.0,140.0,55.0,-3.0,-40.0,-27.68,+,1.24,6.05,7.16,2.41,1.0,-47.0,212.0,644.0,10
2028 威致,2017/12/29,D,541.0,60.0,86.0,29.0,77.0,5.19,,0.97,11.16,7.35,3.28,-7.0,7.0,139.0,97.0,10
2034 允強,2017/12/29,4,647.0,96.0,47.0,85.0,59.0,10.18,,0.19,7.22,5.31,1.08,3.0,-6.0,43.0,193.0,10
2049 上銀,2017/12/29,5,697.0,130.0,82.0,64.0,1.0,65.62,,0.82,8.54,15.74,1.27,-36.0,-36.0,83.0,212.0,5
2059 川湖,2017/12/29,3,684.0,51.0,80.0,100.0,43.0,8.83,+,0.0,9.18,39.66,0.0,5.0,9.0,0.0,41.0,28
2062 橋椿,2017/12/29,5,346.0,64.0,22.0,48.0,9.0,3.54,,1.17,2.22,6.31,1.23,-10.0,17.0,115.0,60.0,20
2103 台橡,2017/12/29,4,633.0,140.0,19.0,77.0,64.0,15.91,,0.59,2.93,4.0,1.93,-4.0,-7.0,51.0,318.0,11
2104 國際中橡,2017/12/29,4,812.0,127.0,77.0,92.0,51.0,23.07,+,1.95,7.72,19.31,3.78,0.0,-15.0,57.0,201.0,11
2105 正新,2017/12/29,3,672.0,140.0,36.0,73.0,64.0,88.95,,1.17,3.86,7.33,1.97,0.0,9.0,88.0,1123.0,11
2204 中華,2017/12/29,4,802.0,140.0,46.0,100.0,83.0,22.52,,0.03,7.07,6.45,1.51,2.0,-1.0,2.0,389.0,12
2206 三陽工業,2017/12/29,6,555.0,140.0,7.0,59.0,79.0,23.56,,0.74,1.84,1.38,1.82,5.0,-24.0,92.0,317.0,12
2301 光寶科,2017/12/29,3,717.0,140.0,40.0,88.0,53.0,107.26,,0.28,4.87,4.37,1.8,8.0,3.0,41.0,2146.0,25
2308 台達電,2017/12/29,1,798.0,140.0,61.0,97.0,46.0,270.54,,0.17,7.69,9.16,1.34,0.0,5.0,21.0,2236.0,28
2314 台揚,2017/12/29,6,491.0,51.0,20.0,93.0,51.0,-1.06,+,0.16,2.82,3.04,1.81,4.0,-3.0,20.0,76.0,27
2316 楠梓電,2017/12/29,5,468.0,60.0,-1.0,100.0,53.0,-2.38,,0.54,-0.25,-0.79,1.32,-12.0,-7.0,34.0,54.0,28
2323 中環,2017/12/29,7,451.0,94.0,-11.0,100.0,45.0,9.83,,1.11,-4.81,-5.42,2.52,12.0,-8.0,19.0,92.0,26
2324 仁寶,2017/12/29,3,631.0,140.0,14.0,81.0,64.0,-22.27,+,0.15,2.13,0.87,1.83,-10.0,2.0,77.0,8877.0,25
2330 台積電,2017/12/29,1,991.0,140.0,112.0,100.0,74.0,5796.73,,0.34,17.71,39.36,1.5,6.0,2.0,14.0,9774.0,24
2331 精英,2017/12/29,4,605.0,129.0,0.0,97.0,71.0,5.93,,0.19,0.49,-0.17,3.26,-22.0,-1.0,13.0,299.0,25
2332 友訊,2017/12/29,6,488.0,104.0,-2.0,93.0,42.0,0.14,,0.12,-1.49,0.64,1.83,7.0,-1.0,18.0,193.0,27
2337 旺宏,2017/12/29,5,843.0,140.0,100.0,90.0,-9.0,70.34,,0.63,14.3,15.28,2.37,-3.0,-20.0,33.0,342.0,24
2338 光罩,2017/12/29,6,332.0,15.0,-5.0,100.0,-2.0,0.74,,0.25,-3.79,0.98,13.08,1.0,-11.0,4.0,14.0,24
2340 光磊,2017/12/29,5,622.0,57.0,64.0,100.0,15.0,11.91,,0.46,6.67,15.41,2.61,-2.0,-3.0,12.0,56.0,26
2344 華邦電,2017/12/29,4,828.0,140.0,66.0,100.0,49.0,121.43,,0.45,7.39,14.54,1.74,0.0,-6.0,20.0,476.0,24
2348 海悅,2017/12/29,7,627.0,7.0,91.0,100.0,41.0,2.78,,1.24,11.18,25.85,2.42,-37.0,-385.0,21.0,8.0,20
2353 宏碁,2017/12/29,4,688.0,140.0,27.0,91.0,56.0,-94.99,+,0.1,3.65,1.63,2.99,-2.0,4.0,11.0,2373.0,25
2358 廷鑫,2017/12/29,8,338.0,15.0,16.0,68.0,55.0,-6.24,+,0.89,3.21,0.9,2.45,,,97.0,25.0,20
2371 大同,2017/12/29,8,458.0,140.0,1.0,50.0,49.0,91.53,,4.69,0.84,1.95,3.53,-8.0,-4.0,104.0,756.0,5
2376 技嘉,2017/12/29,4,768.0,140.0,38.0,100.0,73.0,37.08,,0.01,6.04,3.72,1.62,0.0,-9.0,1.0,599.0,25
2383 台光電,2017/12/29,4,870.0,117.0,101.0,100.0,35.0,30.6,+,0.15,14.08,16.27,1.88,-2.0,4.0,12.0,236.0,28
2388 威盛,2017/12/29,8,425.0,48.0,-12.0,97.0,78.0,-6.98,,0.93,-2.17,-30.46,1.67,0.0,15.0,54.0,45.0,24
2390 云辰,2017/12/29,7,256.0,8.0,-21.0,100.0,-40.0,-1.19,,1.06,-9.12,-27.68,2.2,0.0,25.0,14.0,7.0,31
2392 正崴,2017/12/29,5,600.0,140.0,3.0,81.0,68.0,58.38,,0.27,1.25,0.78,1.74,-4.0,-3.0,55.0,936.0,28
2408 南亞科,2017/12/29,5,909.0,140.0,92.0,100.0,53.0,226.92,,1.13,11.94,34.21,2.12,-7.0,2.0,2.0,549.0,24
2409 友達,2017/12/29,5,826.0,140.0,65.0,90.0,82.0,843.63,,1.02,7.39,11.5,2.88,-3.0,-3.0,51.0,3410.0,26
2412 中華電,2017/12/29,1,899.0,140.0,80.0,98.0,84.0,709.32,,0.01,8.92,20.55,1.18,5.0,0.0,0.0,2275.0,27
2419 仲琦,2017/12/29,6,618.0,61.0,47.0,99.0,59.0,11.64,,0.45,5.71,7.1,2.55,-2.0,-1.0,33.0,85.0,27
2429 銘旺科,2017/12/29,9,122.0,6.0,-20.0,35.0,63.0,0.87,,1.0,-5.98,1.54,2.26,7.0,14.0,147.0,11.0,28
2438 翔耀,2017/12/29,8,429.0,4.0,19.0,100.0,52.0,1.35,,0.65,0.31,9.12,1.93,-41.0,1.0,15.0,5.0,26
2439 美律,2017/12/29,4,815.0,129.0,69.0,97.0,60.0,20.31,+,0.1,8.76,9.81,1.85,2.0,-7.0,16.0,267.0,27
2444 兆勁,2017/12/29,8,402.0,10.0,3.0,100.0,75.0,0.99,,0.51,1.1,2.11,3.48,-16.0,-2.0,0.0,15.0,27
2448 晶電,2017/12/29,5,662.0,138.0,37.0,100.0,-27.0,65.89,,0.93,3.15,12.52,3.83,2.0,0.0,8.0,253.0,26
2450 神腦,2017/12/29,4,755.0,118.0,43.0,99.0,93.0,10.81,,0.02,7.97,1.93,2.78,0.0,-2.0,0.0,357.0,27
2451 創見,2017/12/29,2,824.0,116.0,87.0,100.0,33.0,30.4,+,0.0,12.0,18.54,0.0,-3.0,20.0,0.0,210.0,24
2461 光群雷,2017/12/29,6,503.0,47.0,36.0,94.0,21.0,5.98,,0.83,3.56,7.89,1.83,1.0,12.0,55.0,52.0,31
2472 立隆電,2017/12/29,5,586.0,62.0,64.0,88.0,9.0,1.53,+,0.57,7.17,12.23,1.44,1.0,-5.0,58.0,72.0,28
2474 可成,2017/12/29,2,879.0,140.0,93.0,100.0,21.0,328.62,+,0.34,11.05,36.78,0.77,-14.0,2.0,36.0,933.0,31
2475 華映,2017/12/29,8,564.0,140.0,26.0,40.0,87.0,91.86,,7.18,2.82,8.22,4.39,-16.0,-5.0,102.0,347.0,26
2484 希華,2017/12/29,6,480.0,27.0,34.0,100.0,24.0,2.09,,0.21,4.26,6.69,1.55,3.0,-8.0,15.0,33.0,28
2485 兆赫,2017/12/29,4,494.0,63.0,2.0,100.0,66.0,5.4,,0.01,0.65,1.64,18.76,22.0,7.0,0.0,87.0,27
2486 一詮,2017/12/29,6,343.0,43.0,-4.0,89.0,5.0,5.72,,1.03,-1.88,-0.44,2.12,-2.0,14.0,61.0,41.0,26
2491 吉祥全,2017/12/29,D,6.0,4.0,11.0,2.0,-40.0,0.01,,6.12,2.4,-0.14,1.94,-19.0,-66.0,167.0,4.0,26
2498 宏達電,2017/12/29,6,191.0,140.0,-57.0,86.0,75.0,-190.3,+,0.05,-19.31,-18.85,1.0,-12.0,-24.0,0.0,621.0,27
2504 國產,2017/12/29,6,495.0,119.0,1.0,86.0,15.0,8.74,,1.04,0.7,0.03,1.8,52.0,3.0,41.0,164.0,14
2506 太設,2017/12/29,8,97.0,22.0,4.0,27.0,-40.0,-5.95,+,9.38,1.36,2.53,3.36,6.0,883.0,60.0,16.0,14
2509 全坤建,2017/12/29,6,178.0,15.0,22.0,40.0,-40.0,-3.45,+,6.28,1.09,9.74,2.33,-24.0,-2520.0,89.0,11.0,14
2511 太子,2017/12/29,5,521.0,105.0,35.0,52.0,51.0,13.65,,3.75,3.1,9.71,2.1,-22.0,48.0,79.0,110.0,14
